Candidate_ID,Resume_Text,Skills,Education,Experience_Years,Job_ID,Job_Title,Required_Skills,Job_Fit_Score,Outcome
Candidate_882,"Experienced professional skilled in Java, Communication, React, Node.js, Project Management, Agile.","Java, Communication, React, Node.js, Project Management, Agile",MBA,2,Job_9,Software Engineer,"Machine Learning, Java",0.38,Rejected
Candidate_932,"Experienced professional skilled in Java, React, Node.js.","Java, React, Node.js",B.Sc,5,Job_360,Project Manager,"Node.js, Scrum, Project Management",0.4,Rejected
Candidate_822,"Experienced professional skilled in Python, Java, Deep Learning, Leadership.","Python, Java, Deep Learning, Leadership",B.Tech,8,Job_301,Data Scientist,"Deep Learning, Python, SQL, Node.js",0.62,Shortlisted
Candidate_984,"Experienced professional skilled in Agile, React, Java, SQL.","Agile, React, Java, SQL",MBA,12,Job_410,Software Engineer,"Node.js, Scrum, Agile, Project Management",0.55,Shortlisted
Candidate_711,"Experienced professional skilled in SQL, Project Management, Python, Communication.","SQL, Project Management, Python, Communication",MBA,7,Job_496,Data Scientist,"Machine Learning, SQL, React",0.48,Rejected
Candidate_896,"Experienced professional skilled in Python, Machine Learning, Leadership.","Python, Machine Learning, Leadership",M.Sc,11,Job_138,Software Engineer,"Python, Communication",0.7,Shortlisted
Candidate_927,"Experienced professional skilled in Machine Learning, C++, Deep Learning, Scrum, Communication, SQL.","Machine Learning, C++, Deep Learning, Scrum, Communication, SQL",M.Tech,12,Job_395,Data Scientist,"Java, C++, Scrum, React, Node.js",0.64,Shortlisted
Candidate_879,"Experienced professional skilled in Python, Leadership, Node.js.","Python, Leadership, Node.js",B.Sc,11,Job_197,Software Engineer,"React, Leadership",0.7,Shortlisted
Candidate_610,"Experienced professional skilled in Java, Leadership, Python, Communication.","Java, Leadership, Python, Communication",M.Tech,11,Job_23,Backend Developer,"Java, Communication, C++, Scrum, Project Management",0.64,Shortlisted
Candidate_83,"Experienced professional skilled in SQL, Project Management, Node.js.","SQL, Project Management, Node.js",B.Sc,4,Job_465,Project Manager,"C++, SQL, Scrum, React",0.31,Rejected
Candidate_728,"Experienced professional skilled in Deep Learning, C++, Scrum, Agile, SQL, React.","Deep Learning, C++, Scrum, Agile, SQL, React",B.Tech,11,Job_361,Software Engineer,"Agile, React, Communication, SQL, Node.js",0.76,Hired
Candidate_761,"Experienced professional skilled in Python, Communication, React, Java, Deep Learning.","Python, Communication, React, Java, Deep Learning",MBA,12,Job_32,Frontend Developer,"Agile, React",0.7,Shortlisted
Candidate_89,"Experienced professional skilled in Node.js, Leadership, React, Machine Learning.","Node.js, Leadership, React, Machine Learning",B.Tech,1,Job_79,Software Engineer,"Node.js, React, Machine Learning",0.64,Shortlisted
Candidate_290,"Experienced professional skilled in Leadership, Communication, Python.","Leadership, Communication, Python",M.Tech,3,Job_379,Data Scientist,"Leadership, Communication, Deep Learning, Python, Agile",0.48,Rejected
Candidate_312,"Experienced professional skilled in Agile, Python, React.","Agile, Python, React",M.Sc,9,Job_46,Project Manager,"Machine Learning, Java, React, C++, SQL",0.48,Rejected
Candidate_743,"Experienced professional skilled in C++, React, Java, Deep Learning, Project Management, Scrum.","C++, React, Java, Deep Learning, Project Management, Scrum",B.Tech,13,Job_337,Data Scientist,"Agile, Deep Learning, Machine Learning, Leadership, Node.js",0.52,Shortlisted
Candidate_63,"Experienced professional skilled in SQL, Machine Learning, Java.","SQL, Machine Learning, Java",B.Sc,10,Job_375,Machine Learning Engineer,"Machine Learning, Agile, Scrum, Communication",0.55,Shortlisted
Candidate_620,"Experienced professional skilled in Deep Learning, Project Management, Scrum, Agile, Python, SQL.","Deep Learning, Project Management, Scrum, Agile, Python, SQL",B.Sc,11,Job_120,Machine Learning Engineer,"C++, Communication, Project Management",0.6,Shortlisted
Candidate_880,"Experienced professional skilled in C++, Agile, Java.","C++, Agile, Java",B.Tech,10,Job_25,Machine Learning Engineer,"React, Communication",0.4,Rejected
Candidate_219,"Experienced professional skilled in Machine Learning, Communication, Java.","Machine Learning, Communication, Java",M.Sc,9,Job_426,Backend Developer,"Java, Deep Learning, Machine Learning, Communication, Node.js",0.72,Shortlisted
Candidate_251,"Experienced professional skilled in Machine Learning, Python, Java, SQL, C++, Node.js.","Machine Learning, Python, Java, SQL, C++, Node.js",B.Sc,8,Job_328,Frontend Developer,"C++, Machine Learning",0.92,Hired
Candidate_780,"Experienced professional skilled in C++, Node.js, SQL, Scrum, Python.","C++, Node.js, SQL, Scrum, Python",M.Tech,14,Job_448,Data Scientist,"SQL, Deep Learning, Communication, C++, React",0.64,Shortlisted
Candidate_413,"Experienced professional skilled in Machine Learning, Java, Leadership, Scrum, Communication.","Machine Learning, Java, Leadership, Scrum, Communication",B.Sc,7,Job_67,Project Manager,"Python, Machine Learning",0.58,Shortlisted
Candidate_308,"Experienced professional skilled in C++, Communication, Java, Leadership, Project Management.","C++, Communication, Java, Leadership, Project Management",M.Tech,5,Job_73,Backend Developer,"Leadership, Communication, Node.js",0.6,Shortlisted
Candidate_796,"Experienced professional skilled in Machine Learning, Project Management, Node.js, Agile, React, Java.","Machine Learning, Project Management, Node.js, Agile, React, Java",M.Tech,1,Job_107,Project Manager,"Communication, Python, Deep Learning, C++",0.04,Rejected
Candidate_254,"Experienced professional skilled in React, Java, Deep Learning.","React, Java, Deep Learning",MBA,7,Job_356,Software Engineer,"React, Leadership, SQL",0.48,Rejected
Candidate_45,"Experienced professional skilled in React, Agile, Machine Learning, Project Management.","React, Agile, Machine Learning, Project Management",B.Tech,7,Job_480,Data Scientist,"Leadership, Scrum, Project Management, React",0.58,Shortlisted
Candidate_686,"Experienced professional skilled in Leadership, Communication, React, Python, Machine Learning, Node.js.","Leadership, Communication, React, Python, Machine Learning, Node.js",M.Tech,5,Job_198,Machine Learning Engineer,"C++, Machine Learning",0.5,Shortlisted
Candidate_832,"Experienced professional skilled in React, Leadership, Scrum, Agile, Communication.","React, Leadership, Scrum, Agile, Communication",B.Tech,9,Job_395,Frontend Developer,"Deep Learning, Scrum, Communication, SQL, Java",0.6,Shortlisted
Candidate_780,"Experienced professional skilled in C++, Scrum, React, Node.js, Communication.","C++, Scrum, React, Node.js, Communication",M.Tech,2,Job_478,Data Scientist,"C++, React, Deep Learning",0.48,Rejected
Candidate_480,"Experienced professional skilled in Scrum, React, Machine Learning, Deep Learning, Python, C++.","Scrum, React, Machine Learning, Deep Learning, Python, C++",MBA,8,Job_208,Machine Learning Engineer,"React, Machine Learning",0.92,Hired
Candidate_205,"Experienced professional skilled in Scrum, SQL, Agile, Node.js, Python, React.","Scrum, SQL, Agile, Node.js, Python, React",B.Tech,6,Job_14,Software Engineer,"Communication, Node.js, Java",0.44,Rejected
Candidate_650,"Experienced professional skilled in Node.js, React, Agile, SQL.","Node.js, React, Agile, SQL",B.Sc,3,Job_93,Project Manager,"Node.js, SQL",0.72,Shortlisted
Candidate_646,"Experienced professional skilled in Leadership, C++, Scrum, Project Management, Communication.","Leadership, C++, Scrum, Project Management, Communication",M.Sc,9,Job_442,Frontend Developer,"SQL, Java",0.36,Rejected
Candidate_8,"Experienced professional skilled in Machine Learning, React, Java, C++, Node.js.","Machine Learning, React, Java, C++, Node.js",B.Sc,11,Job_446,Software Engineer,"Leadership, Java, Agile",0.6,Shortlisted
Candidate_726,"Experienced professional skilled in Python, SQL, Deep Learning.","Python, SQL, Deep Learning",MBA,11,Job_408,Software Engineer,"SQL, Agile, Deep Learning, Machine Learning",0.7,Shortlisted
Candidate_61,"Experienced professional skilled in Agile, Deep Learning, Project Management.","Agile, Deep Learning, Project Management",B.Tech,11,Job_385,Backend Developer,"C++, Java, Leadership",0.4,Rejected
Candidate_838,"Experienced professional skilled in C++, Project Management, Deep Learning, Java, SQL.","C++, Project Management, Deep Learning, Java, SQL",MBA,4,Job_122,Backend Developer,"Node.js, C++, Machine Learning",0.36,Rejected
Candidate_423,"Experienced professional skilled in Node.js, Machine Learning, Java, Agile.","Node.js, Machine Learning, Java, Agile",M.Tech,1,Job_488,Frontend Developer,"Communication, Deep Learning",0.04,Rejected
Candidate_117,"Experienced professional skilled in Machine Learning, Communication, Scrum, Agile, Node.js, C++.","Machine Learning, Communication, Scrum, Agile, Node.js, C++",B.Tech,4,Job_75,Data Scientist,"Python, SQL",0.16,Rejected
Candidate_510,"Experienced professional skilled in Agile, Node.js, C++, SQL, Scrum.","Agile, Node.js, C++, SQL, Scrum",B.Tech,4,Job_105,Project Manager,"C++, React",0.46,Rejected
Candidate_125,"Experienced professional skilled in Machine Learning, Project Management, React, Leadership, Java, Node.js.","Machine Learning, Project Management, React, Leadership, Java, Node.js",MBA,4,Job_375,Project Manager,"C++, Project Management, Agile, React, Java",0.52,Shortlisted
Candidate_810,"Experienced professional skilled in Communication, Deep Learning, Leadership, Scrum, Python.","Communication, Deep Learning, Leadership, Scrum, Python",M.Tech,13,Job_500,Project Manager,"React, Leadership, Scrum, Deep Learning, Machine Learning",0.76,Hired
Candidate_74,"Experienced professional skilled in Scrum, C++, Java.","Scrum, C++, Java",B.Sc,15,Job_335,Project Manager,"Java, Project Management, C++, Leadership, Deep Learning",0.64,Shortlisted
Candidate_678,"Experienced professional skilled in Agile, Java, Project Management, React, C++, Communication.","Agile, Java, Project Management, React, C++, Communication",MBA,2,Job_371,Software Engineer,"Agile, Communication",0.68,Shortlisted
Candidate_692,"Experienced professional skilled in Node.js, Scrum, Machine Learning, Python.","Node.js, Scrum, Machine Learning, Python",MBA,4,Job_440,Backend Developer,"Communication, Leadership, Node.js, Deep Learning, Java",0.28,Rejected
Candidate_97,"Experienced professional skilled in Java, Scrum, Machine Learning, Project Management, C++.","Java, Scrum, Machine Learning, Project Management, C++",M.Tech,14,Job_410,Frontend Developer,"C++, Machine Learning, Scrum, Node.js",0.85,Hired
Candidate_748,"Experienced professional skilled in C++, React, Deep Learning, Java, SQL.","C++, React, Deep Learning, Java, SQL",MBA,2,Job_345,Software Engineer,"Scrum, React",0.38,Rejected
Candidate_875,"Experienced professional skilled in Communication, React, SQL, Scrum.","Communication, React, SQL, Scrum",B.Sc,7,Job_24,Frontend Developer,"SQL, Scrum, C++, Deep Learning, Node.js",0.52,Shortlisted
Candidate_275,"Experienced professional skilled in SQL, React, Machine Learning, Java, C++, Leadership.","SQL, React, Machine Learning, Java, C++, Leadership",B.Sc,4,Job_88,Software Engineer,"Scrum, Deep Learning",0.16,Rejected
Candidate_765,"Experienced professional skilled in Communication, Project Management, Machine Learning.","Communication, Project Management, Machine Learning",B.Tech,6,Job_104,Machine Learning Engineer,"Scrum, Python, Project Management",0.44,Rejected
Candidate_648,"Experienced professional skilled in Java, SQL, C++, Python, Machine Learning, React.","Java, SQL, C++, Python, Machine Learning, React",M.Tech,3,Job_356,Data Scientist,"Agile, Leadership, Machine Learning, Java",0.42,Rejected
Candidate_214,"Experienced professional skilled in Agile, Node.js, C++, Machine Learning, React, SQL.","Agile, Node.js, C++, Machine Learning, React, SQL",M.Sc,8,Job_172,Data Scientist,"Communication, C++",0.62,Shortlisted
Candidate_242,"Experienced professional skilled in Agile, Project Management, SQL, Python.","Agile, Project Management, SQL, Python",B.Sc,4,Job_208,Project Manager,"Java, Scrum, Machine Learning, Project Management",0.31,Rejected
Candidate_369,"Experienced professional skilled in Project Management, Deep Learning, Java, SQL, Python, React.","Project Management, Deep Learning, Java, SQL, Python, React",M.Sc,11,Job_391,Project Manager,"Agile, Project Management, Node.js",0.6,Shortlisted
Candidate_459,"Experienced professional skilled in Agile, Leadership, Machine Learning, SQL.","Agile, Leadership, Machine Learning, SQL",B.Tech,3,Job_205,Data Scientist,"Communication, Node.js, C++",0.12,Rejected
Candidate_144,"Experienced professional skilled in Python, Leadership, Scrum, Node.js.","Python, Leadership, Scrum, Node.js",M.Sc,14,Job_16,Project Manager,"Python, Communication, Project Management, Agile",0.55,Shortlisted
Candidate_779,"Experienced professional skilled in Agile, React, SQL, Machine Learning, Communication.","Agile, React, SQL, Machine Learning, Communication",M.Tech,2,Job_240,Software Engineer,"Python, C++, React, Machine Learning",0.38,Rejected
Candidate_202,"Experienced professional skilled in Scrum, Communication, Leadership, C++, Deep Learning, Python.","Scrum, Communication, Leadership, C++, Deep Learning, Python",B.Tech,6,Job_142,Machine Learning Engineer,"Communication, SQL, Python",0.64,Shortlisted
Candidate_404,"Experienced professional skilled in Leadership, Communication, Machine Learning, Python.","Leadership, Communication, Machine Learning, Python",B.Tech,14,Job_406,Software Engineer,"SQL, Scrum, Leadership, Agile",0.55,Shortlisted
Candidate_920,"Experienced professional skilled in Leadership, Python, Scrum, SQL, Machine Learning.","Leadership, Python, Scrum, SQL, Machine Learning",MBA,7,Job_491,Machine Learning Engineer,"Communication, Python, Agile",0.48,Rejected
Candidate_634,"Experienced professional skilled in Node.js, SQL, C++, Agile.","Node.js, SQL, C++, Agile",MBA,8,Job_61,Backend Developer,"SQL, Communication, Java",0.52,Shortlisted
Candidate_394,"Experienced professional skilled in Java, C++, Deep Learning.","Java, C++, Deep Learning",M.Tech,10,Job_22,Backend Developer,"Leadership, Python",0.4,Rejected
Candidate_175,"Experienced professional skilled in Deep Learning, SQL, React, Leadership, Node.js.","Deep Learning, SQL, React, Leadership, Node.js",M.Tech,3,Job_213,Machine Learning Engineer,"SQL, Project Management, Communication",0.32,Rejected
Candidate_887,"Experienced professional skilled in React, Communication, C++, Machine Learning, Python, Agile.","React, Communication, C++, Machine Learning, Python, Agile",M.Tech,9,Job_69,Project Manager,"Python, Deep Learning, Scrum, Machine Learning, C++",0.72,Shortlisted
Candidate_771,"Experienced professional skilled in Project Management, Machine Learning, C++, Leadership, Node.js, Deep Learning.","Project Management, Machine Learning, C++, Leadership, Node.js, Deep Learning",B.Tech,13,Job_305,Machine Learning Engineer,"Project Management, SQL",0.7,Shortlisted
Candidate_570,"Experienced professional skilled in Python, Agile, Leadership, Scrum, Node.js.","Python, Agile, Leadership, Scrum, Node.js",M.Sc,6,Job_11,Frontend Developer,"Communication, Project Management, Agile",0.44,Rejected
Candidate_837,"Experienced professional skilled in Leadership, Agile, Node.js, Machine Learning.","Leadership, Agile, Node.js, Machine Learning",B.Sc,5,Job_421,Software Engineer,"Communication, React, Leadership, Machine Learning, Scrum",0.44,Rejected
Candidate_910,"Experienced professional skilled in Deep Learning, Project Management, Communication, Python, C++, Scrum.","Deep Learning, Project Management, Communication, Python, C++, Scrum",MBA,2,Job_9,Software Engineer,"Scrum, C++, Communication, SQL",0.53,Shortlisted
Candidate_37,"Experienced professional skilled in Project Management, Scrum, Java, C++.","Project Management, Scrum, Java, C++",MBA,10,Job_226,Machine Learning Engineer,"Communication, Scrum, Project Management, Python, Leadership",0.64,Shortlisted
Candidate_165,"Experienced professional skilled in Python, SQL, Project Management, Machine Learning, React.","Python, SQL, Project Management, Machine Learning, React",B.Tech,15,Job_448,Data Scientist,"Leadership, Deep Learning, Python, Java, Machine Learning",0.64,Shortlisted
Candidate_294,"Experienced professional skilled in Java, SQL, Communication, React.","Java, SQL, Communication, React",M.Tech,12,Job_225,Backend Developer,"React, Project Management",0.7,Shortlisted
Candidate_838,"Experienced professional skilled in Node.js, Leadership, React, Java.","Node.js, Leadership, React, Java",MBA,9,Job_24,Frontend Developer,"Leadership, Communication, Agile, Machine Learning, Project Management",0.48,Rejected
Candidate_42,"Experienced professional skilled in Java, Leadership, Deep Learning, Node.js, Python.","Java, Leadership, Deep Learning, Node.js, Python",MBA,4,Job_401,Machine Learning Engineer,"Node.js, C++",0.46,Rejected
Candidate_976,"Experienced professional skilled in Agile, Project Management, SQL, Python.","Agile, Project Management, SQL, Python",MBA,8,Job_447,Project Manager,"Agile, Communication, Python, Deep Learning, SQL",0.68,Shortlisted
Candidate_332,"Experienced professional skilled in SQL, Scrum, Leadership, Java, Node.js.","SQL, Scrum, Leadership, Java, Node.js",B.Tech,11,Job_470,Frontend Developer,"Project Management, SQL, Java",0.8,Hired
Candidate_352,"Experienced professional skilled in SQL, C++, Agile.","SQL, C++, Agile",B.Sc,3,Job_474,Machine Learning Engineer,"Java, Scrum, Communication, C++, Leadership",0.24,Rejected
Candidate_868,"Experienced professional skilled in Java, Python, C++, SQL, Project Management.","Java, Python, C++, SQL, Project Management",B.Tech,12,Job_454,Data Scientist,"Project Management, Communication, Node.js, Deep Learning",0.55,Shortlisted
Candidate_42,"Experienced professional skilled in SQL, React, Java.","SQL, React, Java",B.Sc,6,Job_286,Frontend Developer,"Java, Deep Learning",0.54,Shortlisted
Candidate_111,"Experienced professional skilled in Java, Node.js, Deep Learning.","Java, Node.js, Deep Learning",B.Sc,9,Job_387,Software Engineer,"Agile, Scrum, Communication, Machine Learning",0.36,Rejected
Candidate_384,"Experienced professional skilled in Node.js, Scrum, Agile, Project Management, SQL, Deep Learning.","Node.js, Scrum, Agile, Project Management, SQL, Deep Learning",B.Tech,6,Job_255,Backend Developer,"Leadership, Machine Learning, Node.js, C++, React",0.36,Rejected
Candidate_522,"Experienced professional skilled in React, Communication, SQL, Leadership, Project Management.","React, Communication, SQL, Leadership, Project Management",M.Tech,12,Job_248,Software Engineer,"Scrum, Project Management, Deep Learning, React, Agile",0.64,Shortlisted
Candidate_895,"Experienced professional skilled in Agile, Scrum, Java.","Agile, Scrum, Java",B.Tech,11,Job_122,Data Scientist,"Node.js, React",0.4,Rejected
Candidate_806,"Experienced professional skilled in Java, Scrum, Deep Learning, Python, SQL.","Java, Scrum, Deep Learning, Python, SQL",MBA,12,Job_17,Frontend Developer,"Machine Learning, Leadership, Agile, Communication",0.4,Rejected
Candidate_707,"Experienced professional skilled in Python, Project Management, Leadership.","Python, Project Management, Leadership",MBA,10,Job_373,Frontend Developer,"Machine Learning, Deep Learning",0.4,Rejected
Candidate_641,"Experienced professional skilled in Machine Learning, Scrum, Node.js, Deep Learning, Project Management, Communication.","Machine Learning, Scrum, Node.js, Deep Learning, Project Management, Communication",M.Tech,13,Job_177,Data Scientist,"Machine Learning, Node.js, Java, Python",0.7,Shortlisted
Candidate_855,"Experienced professional skilled in Python, Machine Learning, Deep Learning, Project Management, Agile, C++.","Python, Machine Learning, Deep Learning, Project Management, Agile, C++",M.Tech,12,Job_24,Project Manager,"Node.js, Agile, Deep Learning, Python",0.85,Hired
Candidate_574,"Experienced professional skilled in Node.js, React, Project Management.","Node.js, React, Project Management",MBA,9,Job_425,Backend Developer,"Python, Node.js, Java, Project Management, Agile",0.6,Shortlisted
Candidate_686,"Experienced professional skilled in Scrum, React, Leadership, Communication, Java.","Scrum, React, Leadership, Communication, Java",B.Tech,13,Job_331,Project Manager,"Python, Scrum, Communication",0.8,Hired
Candidate_915,"Experienced professional skilled in Agile, Python, Java, Communication, Scrum, Leadership.","Agile, Python, Java, Communication, Scrum, Leadership",B.Sc,6,Job_20,Project Manager,"Python, React, Leadership",0.64,Shortlisted
Candidate_392,"Experienced professional skilled in Agile, Scrum, Python.","Agile, Scrum, Python",M.Tech,9,Job_3,Machine Learning Engineer,"Node.js, Machine Learning, SQL, Project Management",0.36,Rejected
Candidate_535,"Experienced professional skilled in React, Python, Scrum, SQL, Machine Learning.","React, Python, Scrum, SQL, Machine Learning",MBA,7,Job_425,Machine Learning Engineer,"Communication, Python, React, Scrum",0.73,Shortlisted
Candidate_12,"Experienced professional skilled in Java, C++, Python, Project Management.","Java, C++, Python, Project Management",B.Tech,1,Job_75,Backend Developer,"Leadership, Agile",0.04,Rejected
Candidate_375,"Experienced professional skilled in Node.js, Scrum, Leadership.","Node.js, Scrum, Leadership",M.Sc,9,Job_183,Data Scientist,"SQL, Machine Learning, Communication, Deep Learning, Node.js",0.48,Rejected
Candidate_374,"Experienced professional skilled in Leadership, Agile, Python, Communication.","Leadership, Agile, Python, Communication",M.Tech,5,Job_437,Frontend Developer,"Python, Deep Learning, React, Scrum",0.35,Rejected
Candidate_946,"Experienced professional skilled in C++, Python, Scrum, Machine Learning, React.","C++, Python, Scrum, Machine Learning, React",M.Tech,3,Job_10,Software Engineer,"Machine Learning, Communication, Node.js",0.32,Rejected
Candidate_477,"Experienced professional skilled in Scrum, Machine Learning, SQL, Leadership, Java, Node.js.","Scrum, Machine Learning, SQL, Leadership, Java, Node.js",MBA,13,Job_494,Machine Learning Engineer,"C++, Leadership, React, Python, Project Management",0.52,Shortlisted
Candidate_630,"Experienced professional skilled in Project Management, Scrum, Leadership, Agile, SQL, Machine Learning.","Project Management, Scrum, Leadership, Agile, SQL, Machine Learning",B.Sc,11,Job_45,Project Manager,"Machine Learning, Deep Learning, Node.js, C++",0.55,Shortlisted
Candidate_246,"Experienced professional skilled in SQL, Node.js, Java.","SQL, Node.js, Java",M.Sc,3,Job_39,Data Scientist,"React, Leadership, C++",0.12,Rejected
Candidate_236,"Experienced professional skilled in Machine Learning, Node.js, Deep Learning, Python, React.","Machine Learning, Node.js, Deep Learning, Python, React",M.Tech,9,Job_424,Project Manager,"Deep Learning, SQL",0.66,Shortlisted
Candidate_900,"Experienced professional skilled in Communication, Deep Learning, Java.","Communication, Deep Learning, Java",M.Tech,1,Job_353,Frontend Developer,"Communication, Leadership, Deep Learning, Agile, Scrum",0.28,Rejected
Candidate_121,"Experienced professional skilled in Node.js, Java, Agile, Deep Learning, React, Leadership.","Node.js, Java, Agile, Deep Learning, React, Leadership",MBA,9,Job_338,Project Manager,"SQL, Node.js",0.66,Shortlisted
Candidate_705,"Experienced professional skilled in Project Management, Node.js, Agile, Scrum, Deep Learning, React.","Project Management, Node.js, Agile, Scrum, Deep Learning, React",B.Tech,13,Job_489,Machine Learning Engineer,"Leadership, Java, Scrum, Machine Learning, React",0.64,Shortlisted
Candidate_398,"Experienced professional skilled in Node.js, C++, Java.","Node.js, C++, Java",MBA,15,Job_78,Software Engineer,"SQL, Communication, Scrum",0.4,Rejected
Candidate_4,"Experienced professional skilled in Communication, Python, C++.","Communication, Python, C++",B.Tech,1,Job_147,Data Scientist,"Python, Machine Learning, Java, Project Management, Agile",0.16,Rejected
Candidate_631,"Experienced professional skilled in Machine Learning, Project Management, C++, Agile, React.","Machine Learning, Project Management, C++, Agile, React",M.Sc,10,Job_472,Data Scientist,"Leadership, C++, React, Project Management",0.85,Hired
Candidate_106,"Experienced professional skilled in Leadership, Agile, Python.","Leadership, Agile, Python",B.Tech,7,Job_138,Data Scientist,"SQL, Deep Learning",0.28,Rejected
Candidate_144,"Experienced professional skilled in Leadership, Java, Node.js.","Leadership, Java, Node.js",M.Tech,2,Job_94,Project Manager,"Project Management, SQL, Deep Learning, React",0.08,Rejected
Candidate_22,"Experienced professional skilled in Agile, Machine Learning, Communication, Scrum, React.","Agile, Machine Learning, Communication, Scrum, React",B.Sc,15,Job_346,Project Manager,"Leadership, SQL, Node.js, C++",0.4,Rejected
Candidate_805,"Experienced professional skilled in Project Management, Leadership, Scrum, React.","Project Management, Leadership, Scrum, React",MBA,7,Job_35,Project Manager,"Agile, Scrum, C++, Java",0.43,Rejected
Candidate_162,"Experienced professional skilled in C++, Deep Learning, Communication, Node.js, Java.","C++, Deep Learning, Communication, Node.js, Java",B.Sc,11,Job_341,Backend Developer,"Python, React",0.4,Rejected
Candidate_835,"Experienced professional skilled in React, C++, Agile, Project Management, Communication.","React, C++, Agile, Project Management, Communication",B.Tech,6,Job_114,Data Scientist,"React, Java, Machine Learning",0.44,Rejected
Candidate_766,"Experienced professional skilled in Node.js, Java, Leadership, Communication, C++.","Node.js, Java, Leadership, Communication, C++",B.Tech,5,Job_29,Data Scientist,"React, Node.js",0.5,Shortlisted
Candidate_274,"Experienced professional skilled in Leadership, Agile, Node.js, Scrum, C++, Deep Learning.","Leadership, Agile, Node.js, Scrum, C++, Deep Learning",B.Sc,6,Job_154,Machine Learning Engineer,"Leadership, Project Management, Java",0.44,Rejected
Candidate_714,"Experienced professional skilled in Agile, Java, Leadership, Node.js, React.","Agile, Java, Leadership, Node.js, React",M.Sc,6,Job_333,Software Engineer,"Agile, Python",0.54,Shortlisted
Candidate_45,"Experienced professional skilled in Python, React, Agile, Communication, SQL.","Python, React, Agile, Communication, SQL",M.Sc,2,Job_119,Project Manager,"Java, Scrum",0.08,Rejected
Candidate_310,"Experienced professional skilled in Communication, SQL, Machine Learning.","Communication, SQL, Machine Learning",M.Sc,1,Job_450,Machine Learning Engineer,"Agile, React, C++",0.04,Rejected
Candidate_19,"Experienced professional skilled in Agile, Python, Node.js.","Agile, Python, Node.js",B.Sc,9,Job_280,Project Manager,"Node.js, Agile, SQL",0.76,Hired
Candidate_482,"Experienced professional skilled in C++, React, Node.js, Leadership.","C++, React, Node.js, Leadership",B.Tech,11,Job_94,Frontend Developer,"SQL, Scrum, Leadership, Node.js",0.7,Shortlisted
Candidate_139,"Experienced professional skilled in Agile, Machine Learning, SQL, Deep Learning, Scrum.","Agile, Machine Learning, SQL, Deep Learning, Scrum",B.Sc,13,Job_327,Project Manager,"Deep Learning, Scrum, C++, Java, Machine Learning",0.76,Hired
Candidate_188,"Experienced professional skilled in Scrum, SQL, React.","Scrum, SQL, React",M.Sc,5,Job_344,Software Engineer,"Machine Learning, Deep Learning, Agile, Scrum",0.35,Rejected
Candidate_393,"Experienced professional skilled in Java, Machine Learning, Leadership, Python, Communication.","Java, Machine Learning, Leadership, Python, Communication",MBA,13,Job_32,Project Manager,"Java, SQL, Leadership, Node.js, Communication",0.76,Hired
Candidate_38,"Experienced professional skilled in Communication, Agile, SQL, C++, Scrum, Python.","Communication, Agile, SQL, C++, Scrum, Python",MBA,6,Job_213,Data Scientist,"Python, C++, Communication, Agile",0.84,Hired
Candidate_852,"Experienced professional skilled in Node.js, React, Java, Project Management, C++.","Node.js, React, Java, Project Management, C++",B.Sc,3,Job_216,Frontend Developer,"React, Machine Learning, Python",0.32,Rejected
Candidate_691,"Experienced professional skilled in Node.js, C++, Project Management, Leadership.","Node.js, C++, Project Management, Leadership",B.Tech,15,Job_458,Software Engineer,"Leadership, SQL, Deep Learning, Project Management",0.7,Shortlisted
Candidate_203,"Experienced professional skilled in Scrum, Leadership, Node.js, Java.","Scrum, Leadership, Node.js, Java",B.Tech,8,Job_286,Backend Developer,"C++, Deep Learning, SQL, React",0.32,Rejected
Candidate_322,"Experienced professional skilled in Communication, C++, React, Deep Learning.","Communication, C++, React, Deep Learning",B.Tech,14,Job_135,Project Manager,"Deep Learning, Java",0.7,Shortlisted
Candidate_551,"Experienced professional skilled in C++, Python, Communication, Node.js, SQL, Machine Learning.","C++, Python, Communication, Node.js, SQL, Machine Learning",M.Sc,2,Job_130,Software Engineer,"Machine Learning, Python, Java, Deep Learning",0.38,Rejected
Candidate_204,"Experienced professional skilled in Agile, SQL, React, Leadership, Machine Learning.","Agile, SQL, React, Leadership, Machine Learning",M.Sc,14,Job_52,Data Scientist,"React, SQL",1.0,Hired
Candidate_166,"Experienced professional skilled in Deep Learning, Java, Python, Communication, React.","Deep Learning, Java, Python, Communication, React",B.Sc,14,Job_479,Frontend Developer,"Leadership, React, C++, Deep Learning",0.7,Shortlisted
Candidate_833,"Experienced professional skilled in SQL, Communication, React, Java.","SQL, Communication, React, Java",B.Tech,1,Job_332,Software Engineer,"C++, Deep Learning, Scrum, Python",0.04,Rejected
Candidate_842,"Experienced professional skilled in Project Management, React, Python, SQL, Scrum, Java.","Project Management, React, Python, SQL, Scrum, Java",B.Sc,1,Job_79,Backend Developer,"Machine Learning, React, Leadership, Node.js, Python",0.28,Rejected
Candidate_533,"Experienced professional skilled in Node.js, React, Java, Machine Learning, Project Management, SQL.","Node.js, React, Java, Machine Learning, Project Management, SQL",M.Sc,5,Job_392,Frontend Developer,"SQL, React, Communication",0.6,Shortlisted
Candidate_13,"Experienced professional skilled in Scrum, Python, SQL, Node.js, Machine Learning.","Scrum, Python, SQL, Node.js, Machine Learning",B.Sc,14,Job_261,Project Manager,"SQL, Node.js, React, Agile",0.7,Shortlisted
